"id","parcel_apn","sthsnum","ststname","stsuffix","stcity","ststate","stzip"
13775010,"086 033/036-000","106","DERRY HILL","RD","UNCASVILLE","CT","06382"
13774975,"086 033/037-000","110","DERRY HILL","RD","UNCASVILLE","CT","06382"
13779981,"086 033/042-000","109","DERRY HILL","RD","UNCASVILLE","CT","06382"
13778376,"086 033/018-000","88","DERRY HILL","RD","UNCASVILLE","CT","06382"
13778768,"086 033/020-000","10","RICHED","LN","UNCASVILLE","CT","06382"
13781926,"086 100/143-000","16","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13783352,"086 096/044-000","20","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13775562,"086 033/038-000","114","DERRY HILL","RD","UNCASVILLE","CT","06382"
13775744,"086 033/039-00A","118","DERRY HILL","RD","UNCASVILLE","CT","06382"
13780549,"086 033/039-00B","124","DERRY HILL","RD","UNCASVILLE","CT","06382"
13775393,"086 033/039-001","144","DERRY HILL","RD","UNCASVILLE","CT","06382"
13775995,"086 033/039-00C","130","DERRY HILL","RD","UNCASVILLE","CT","06382"
13776011,"086 033/044-000","121","DERRY HILL","RD","UNCASVILLE","CT","06382"
13776108,"086 033/045-000","131","DERRY HILL","RD","UNCASVILLE","CT","06382"
13781034,"086 095/067-000","2","FRIENDSHIP","DR","UNCASVILLE","CT","06382"
13781708,"086 100/003-000","7","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13776753,"086 096/043-000","19","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13776964,"086 100/140-000","4","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13776938,"086 100/139-000","7","DYDO","DR","UNCASVILLE","CT","06382"
13776736,"086 096/042-000","23","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13782263,"086 100/128-000","14","DYDO","DR","UNCASVILLE","CT","06382"
13777288,"086 100/129-000","18","DYDO","DR","UNCASVILLE","CT","06382"
13777495,"086 100/137-000","31","DYDO","DR","UNCASVILLE","CT","06382"
13777420,"086 100/136-000","35","DYDO","DR","UNCASVILLE","CT","06382"
13777580,"086 100/138-000","21","DYDO","DR","UNCASVILLE","CT","06382"
13777634,"086 096/041-000","27","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13777825,"086 096/046-000","28","PARK AVENUE","EXT","MONTVILLE","CT","06353"
13783279,"086 096/072-000","47","DYDO","DR","UNCASVILLE","CT","06382"
13777907,"086 096/049-000","40","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13783956,"086 096/071-000","51","DYDO","DR","UNCASVILLE","CT","06382"
13778012,"086 096/070-000","55","DYDO","DR","UNCASVILLE","CT","06382"
13784292,"086 100/135-000","39","DYDO","DR","UNCASVILLE","CT","06382"
13778275,"086 096/073-000","43","DYDO","DR","UNCASVILLE","CT","06382"
13779419,"086 096/051-000","48","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13779380,"086 096/052-000","52","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13779455,"086 096/033-000","63","PARK AVENUE","EXT","MONTVILLE","CT","06353"
13779937,"086 096/053-000","56","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13779729,"086 096/054-000","60","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13784480,"086 100/132-000","30","DYDO","DR","UNCASVILLE","CT","06382"
13778452,"086 100/133-000","34","DYDO","DR","UNCASVILLE","CT","06382"
13778481,"086 100/134-000","38","DYDO","DR","UNCASVILLE","CT","06382"
13778552,"086 096/076-000","52","DYDO","DR","UNCASVILLE","CT","06382"
13778670,"086 096/074-000","42","DYDO","DR","UNCASVILLE","CT","06382"
13778156,"086 096/111-000","3","BALDWIN","CT","UNCASVILLE","CT","06382"
13784618,"086 095/036-000","80","FOWLER","DR","UNCASVILLE","CT","06382"
13785567,"086 095/038-000","81","FOWLER","DR","UNCASVILLE","CT","06382"
13785067,"086 095/035-000","72","FOWLER","DR","UNCASVILLE","CT","06382"
13785959,"086 096/064-000","77","DYDO","DR","UNCASVILLE","CT","06382"
13780259,"086 095/039-000","8","HOSCOTT","DR","UNCASVILLE","CT","06382"
13785971,"086 095/040-000","12","HOSCOTT","DR","UNCASVILLE","CT","06382"
13780064,"086 095/041-000","16","HOSCOTT","DR","UNCASVILLE","CT","06382"
13780310,"086 096/031-000","71","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13780359,"086 096/030-000","75","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13780449,"086 096/028-000","83","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13792203,"086 096/055-000","64","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13780780,"086 096/057-000","72","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13780821,"086 096/063-000","81","DYDO","DR","UNCASVILLE","CT","06382"
13780817,"086 096/062-000","85","DYDO","DR","UNCASVILLE","CT","06382"
13780902,"086 096/059-000","110","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13781143,"086 096/061-000","122","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13781574,"086 096/050-000","44","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13781552,"086 096/068-000","61","DYDO","DR","UNCASVILLE","CT","06382"
13781167,"086 096/067-000","65","DYDO","DR","UNCASVILLE","CT","06382"
13787345,"086 096/069-000","57","DYDO","DR","UNCASVILLE","CT","06382"
13787483,"086 096/066-000","69","DYDO","DR","UNCASVILLE","CT","06382"
13787568,"086 096/065-000","73","DYDO","DR","UNCASVILLE","CT","06382"
13782184,"086 096/077-000","56","DYDO","DR","UNCASVILLE","CT","06382"
13787649,"086 096/079-000","66","DYDO","DR","UNCASVILLE","CT","06382"
13782096,"086 096/080-000","70","DYDO","DR","UNCASVILLE","CT","06382"
13787751,"086 096/078-000","62","DYDO","DR","UNCASVILLE","CT","06382"
13789817,"086 096/091-000","8","VARTELLAS","DR","UNCASVILLE","CT","06382"
13790461,"086 100/131-000","26","DYDO","DR","UNCASVILLE","CT","06382"
13782352,"086 096/110-000","7","BALDWIN","CT","UNCASVILLE","CT","06382"
13788007,"086 096/109-000","8","SAUTTER","DR","UNCASVILLE","CT","06382"
13782815,"086 096/107-000","21","BALDWIN","CT","UNCASVILLE","CT","06382"
13782739,"086 096/108-000","7","SAUTTER","DR","UNCASVILLE","CT","06382"
13782424,"086 096/106-000","25","BALDWIN","CT","UNCASVILLE","CT","06382"
13788048,"086 096/100-000","24","BALDWIN","CT","UNCASVILLE","CT","06382"
13782959,"086 096/099-000","18","BALDWIN","CT","UNCASVILLE","CT","06382"
13790080,"086 096/092-000","12","VARTELLAS","DR","UNCASVILLE","CT","06382"
13784527,"086 096/089-000","154","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13783269,"086 096/082-000","78","DYDO","DR","UNCASVILLE","CT","06382"
13783226,"086 096/083-000","82","DYDO","DR","UNCASVILLE","CT","06382"
13788356,"086 096/081-000","74","DYDO","DR","UNCASVILLE","CT","06382"
13788297,"086 096/104-000","33","BALDWIN","CT","UNCASVILLE","CT","06382"
13788559,"086 096/084-000","86","DYDO","DR","UNCASVILLE","CT","06382"
13783669,"086 096/085-000","136","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13783843,"086 096/105-000","29","BALDWIN","CT","UNCASVILLE","CT","06382"
13788634,"086 096/101-000","28","BALDWIN","CT","UNCASVILLE","CT","06382"
13784168,"086 096/102-000","32","BALDWIN","CT","UNCASVILLE","CT","06382"
13784039,"086 096/093-000","16","VARTELLAS","DR","UNCASVILLE","CT","06382"
13784334,"086 096/103-000","36","BALDWIN","CT","UNCASVILLE","CT","06382"
13784315,"086 096/087-000","146","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13789359,"086 096/088-000","150","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13784716,"086 100/130-000","22","DYDO","DR","UNCASVILLE","CT","06382"
13785614,"086 101/056-000","39","RANKIN","CT","UNCASVILLE","CT","06382"
13790496,"086 101/057-000","35","RANKIN","CT","UNCASVILLE","CT","06382"
13785694,"086 101/058-000","31","RANKIN","CT","UNCASVILLE","CT","06382"
13785716,"086 101/059-00A","27","RANKIN","CT","UNCASVILLE","CT","06382"
13785743,"086 101/054-000","36","RANKIN","CT","UNCASVILLE","CT","06382"
13790784,"086 101/052-000","28","RANKIN","CT","UNCASVILLE","CT","06382"
13790829,"086 101/051-000","24","RANKIN","CT","UNCASVILLE","CT","06382"
13785931,"086 101/053-000","34","RANKIN","CT","UNCASVILLE","CT","06382"
13786258,"086 096/113-000","4","BALDWIN","CT","UNCASVILLE","CT","06382"
13791197,"086 096/115-000","37","VARTELLAS","DR","UNCASVILLE","CT","06382"
13791529,"086 096/098-000","12","BALDWIN","CT","UNCASVILLE","CT","06382"
13791277,"086 096/097-000","32","VARTELLAS","DR","UNCASVILLE","CT","06382"
13786578,"086 096/095-000","24","VARTELLAS","DR","UNCASVILLE","CT","06382"
13786655,"086 096/096-000","28","VARTELLAS","DR","UNCASVILLE","CT","06382"
13797515,"086 096/118-000","31","VARTELLAS","DR","UNCASVILLE","CT","06382"
13787136,"086 096/116-000","41","VARTELLAS","DR","UNCASVILLE","CT","06382"
13787203,"086 096/117-000","45","VARTELLAS","DR","UNCASVILLE","CT","06382"
13785993,"086 101/044-000","13","LITTLE JOHN","DR","UNCASVILLE","CT","06382"
13787387,"086 096/094-000","20","VARTELLAS","DR","UNCASVILLE","CT","06382"
13787535,"086 096/119-000","27","VARTELLAS","DR","UNCASVILLE","CT","06382"
13792999,"086 096/120-000","23","VARTELLAS","DR","UNCASVILLE","CT","06382"
13793204,"086 096/121-000","19","VARTELLAS","DR","UNCASVILLE","CT","06382"
13787715,"086 096/123-000","11","VARTELLAS","DR","UNCASVILLE","CT","06382"
13792646,"086 096/132-000","49","VARTELLAS","DR","UNCASVILLE","CT","06382"
13791440,"086 101/030-000","4","LITTLE JOHN","DR","UNCASVILLE","CT","06382"
13787733,"086 101/044-00A","5","LITTLE JOHN","DR","UNCASVILLE","CT","06382"
13787824,"086 101/038-000","74","DRISCOLL","DR","UNCASVILLE","CT","06382"
13787837,"086 101/031-00A","3","LITTLE JOHN","DR","UNCASVILLE","CT","06382"
13793784,"086 101/028-000","40","DRISCOLL","DR","UNCASVILLE","CT","06382"
13794410,"086 101/031-000","46","DRISCOLL","DR","UNCASVILLE","CT","06382"
13795317,"086 096/020-000","115","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13794204,"086 101/033-000","54","DRISCOLL","DR","UNCASVILLE","CT","06382"
13793854,"086 101/032-000","50","DRISCOLL","DR","UNCASVILLE","CT","06382"
13788381,"086 101/036-000","66","DRISCOLL","DR","UNCASVILLE","CT","06382"
13788475,"086 101/034-000","58","DRISCOLL","DR","UNCASVILLE","CT","06382"
13788435,"086 101/035-000","62","DRISCOLL","DR","UNCASVILLE","CT","06382"
13794580,"086 101/013-000","57","DRISCOLL","DR","UNCASVILLE","CT","06382"
13794847,"086 101/011-000","65","DRISCOLL","DR","UNCASVILLE","CT","06382"
13788894,"086 101/010-000","69","DRISCOLL","DR","UNCASVILLE","CT","06382"
13789062,"086 101/012-000","61","DRISCOLL","DR","UNCASVILLE","CT","06382"
13789164,"086 095/006-000","8","TEECOMWAS","DR","UNCASVILLE","CT","06382"
13789252,"086 096/026-000","4","TEECOMWAS","DR","UNCASVILLE","CT","06382"
13789443,"086 096/025-000","95","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13795060,"086 096/023-000","103","PARK AVENUE","EXT","MONTVILLE","CT","06353"
13789550,"086 096/022-000","107","PARK AVENUE","EXT","MONTVILLE","CT","06353"
13790222,"086 096/018-000","123","PARK AVENUE","EXT","MONTVILLE","CT","06353"
13790330,"086 096/015-000","141","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13790541,"086 096/011-000","159","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13791033,"086 096/124-000","7","VARTELLAS","DR","UNCASVILLE","CT","06382"
13790980,"086 096/125-000","168","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13796795,"086 096/007-000","177","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13791330,"086 096/128-000","180","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13796858,"086 096/130-000","8","DRISCOLL","DR","UNCASVILLE","CT","06382"
13791562,"086 101/026-000","32","DRISCOLL","DR","UNCASVILLE","CT","06382"
13791569,"086 101/024-000","24","DRISCOLL","DR","UNCASVILLE","CT","06382"
13797345,"086 101/025-000","28","DRISCOLL","DR","UNCASVILLE","CT","06382"
13791696,"086 101/023-000","20","DRISCOLL","DR","UNCASVILLE","CT","06382"
13792040,"086 101/022-000","16","DRISCOLL","DR","UNCASVILLE","CT","06382"
13791735,"086 096/131-000","12","DRISCOLL","DR","UNCASVILLE","CT","06382"
13797408,"086 101/021-000","21","DRISCOLL","DR","UNCASVILLE","CT","06382"
13802146,"086 096/129-000","4","DRISCOLL","DR","UNCASVILLE","CT","06382"
13792281,"086 096/003-000","5","DRISCOLL","DR","UNCASVILLE","CT","06382"
13790590,"086 096/010-000","163","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13790707,"086 096/009-000","169","PARK AVENUE","EXT","UNCASVILLE","CT","06382"
13792678,"086 096/003-00A","9","DRISCOLL","DR","UNCASVILLE","CT","06382"
13792790,"086 096/002-000","13","DRISCOLL","DR","UNCASVILLE","CT","06382"
13793106,"086 101/027-000","36","DRISCOLL","DR","UNCASVILLE","CT","06382"
13793494,"086 101/015-000","49","DRISCOLL","DR","UNCASVILLE","CT","06382"
13798049,"086 101/018-000","39","DRISCOLL","DR","UNCASVILLE","CT","06382"
13793275,"086 101/016-000","45","DRISCOLL","DR","UNCASVILLE","CT","06382"
13793564,"086 101/020-000","31","DRISCOLL","DR","UNCASVILLE","CT","06382"
13793720,"086 042/011-00B","43","DRISCOLL","DR","UNCASVILLE","CT","06382"
13796420,"086 042/011-00A","47","DRISCOLL","DR","UNCASVILLE","CT","06382"
13798008,"086 101/019-000","35","DRISCOLL","DR","UNCASVILLE","CT","06382"
13798480,"086 101/014-000","53","DRISCOLL","DR","UNCASVILLE","CT","06382"
13798837,"086 101/060-000","11","RANKIN","CT","UNCASVILLE","CT","06382"
13799114,"086 101/061-000","320","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13794199,"086 101/047-000","314","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13799644,"086 101/050-000","20","RANKIN","CT","UNCASVILLE","CT","06382"
13794514,"086 101/049-000","16","RANKIN","CT","UNCASVILLE","CT","06382"
13794553,"086 101/048-000","12","RANKIN","CT","UNCASVILLE","CT","06382"
13794726,"086 101/046-000","306","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13799835,"086 101/045-000","300","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13793814,"086 101/059-000","21","RANKIN","CT","UNCASVILLE","CT","06382"
13798702,"086 101/062-000","326","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13794754,"086 042/014-000","279","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13794869,"086 101/042-000","90","DRISCOLL","DR","UNCASVILLE","CT","06382"
13795213,"086 101/043-000","94","DRISCOLL","DR","UNCASVILLE","CT","06382"
13794934,"086 101/040-000","82","DRISCOLL","DR","UNCASVILLE","CT","06382"
13795015,"086 101/041-000","86","DRISCOLL","DR","UNCASVILLE","CT","06382"
13794994,"086 101/039-000","78","DRISCOLL","DR","UNCASVILLE","CT","06382"
13800085,"086 101/004-000","93","DRISCOLL","DR","UNCASVILLE","CT","06382"
13795169,"086 101/005-000","89","DRISCOLL","DR","UNCASVILLE","CT","06382"
13801207,"086 042/008-000","266","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13800122,"086 101/002-000","101","DRISCOLL","DR","UNCASVILLE","CT","06382"
13795811,"086 042/013-000","277","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13795990,"086 042/016-000","329","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13800774,"086 042/009-000","272","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13800417,"086 042/015-000","265","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13796041,"086 042/017-000","255","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13796200,"086 042/018-000","245","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13795498,"086 101/007-000","81","DRISCOLL","DR","UNCASVILLE","CT","06382"
13800342,"086 101/008-000","77","DRISCOLL","DR","UNCASVILLE","CT","06382"
13795440,"086 101/009-000","73","DRISCOLL","DR","UNCASVILLE","CT","06382"
13795238,"086 101/001-000","105","DRISCOLL","DR","UNCASVILLE","CT","06382"
13795337,"086 101/003-000","97","DRISCOLL","DR","UNCASVILLE","CT","06382"
13796375,"086 042/010-000","276","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13796588,"086 042/008-00A","260","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13795610,"086 101/006-000","85","DRISCOLL","DR","UNCASVILLE","CT","06382"
13800940,"086 042/004-00A","226","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13801273,"086 042/008-00B","252","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13796726,"086 042/008-00C","246","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13801338,"086 042/007-000","238","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13801510,"086 042/019-00B","241","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13797057,"086 042/019-000","237","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13796879,"086 042/019-00A","233","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13797090,"086 042/021-000","229","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13797168,"086 042/022-000","217","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13797387,"086 042/023-000","213","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13801815,"086 033/040-000","150","DERRY HILL","RD","UNCASVILLE","CT","06382"
13797669,"086 033/040-00A","156","DERRY HILL","RD","UNCASVILLE","CT","06382"
13797899,"086 034/088-000","162","DERRY HILL","RD","UNCASVILLE","CT","06382"
13797928,"086 033/046-000","151","DERRY HILL","RD","UNCASVILLE","CT","06382"
13802383,"086 034/089-000","280","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13805701,"086 034/090-000","270","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13798174,"086 034/039-000","190","DERRY HILL","RD","UNCASVILLE","CT","06382"
13798498,"086 034/045-000","260","DERRY HILL","RD","UNCASVILLE","CT","06382"
13802499,"086 034/073-000","187","DERRY HILL","RD","UNCASVILLE","CT","06382"
13798373,"086 034/040-00A","198","DERRY HILL","RD","UNCASVILLE","CT","06382"
13798401,"086 034/041-000","220","DERRY HILL","RD","UNCASVILLE","CT","06382"
13802774,"086 034/041-00A","238","DERRY HILL","RD","UNCASVILLE","CT","06382"
13802842,"086 034/042-000","246","DERRY HILL","RD","UNCASVILLE","CT","06382"
13798676,"086 034/044-000","254","DERRY HILL","RD","UNCASVILLE","CT","06382"
13798636,"086 034/046-000","264","DERRY HILL","RD","UNCASVILLE","CT","06382"
13803043,"086 042/006-000","200","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13799008,"086 042/001-000","142","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13799416,"086 042/003-000","174","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13799475,"086 042/002-00A","168","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13799506,"086 042/002-0AA","162","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13799014,"086 042/025-000","149","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13803423,"086 042/002-00B","156","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13803830,"086 042/002-000","150","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13803611,"086 042/002-00C","146","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13799711,"086 042/001-00A","134","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13799813,"086 042/029-000","129","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13803233,"086 042/027-000","145","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13803880,"086 119/001-000","147","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13800185,"086 119/002-000","155","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13806013,"086 086/007-000","1218","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13803992,"086 034/057-000","43","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13804120,"086 034/052-000","106","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13800972,"086 120/002-000","125","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13804237,"086 034/057-00A","79","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13801763,"086 087/001-00A","220","RAYMOND HILL","RD","UNCASVILLE","CT","06382"
13804792,"086 087/001-00B","200","RAYMOND HILL","RD","UNCASVILLE","CT","06382"
13803956,"086 034/051-000","78","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
232021562,"025 51207","100","CEDAR","CT","CHESHIRE","CT","06410"
222514057,"025 51207","100","CEDAR","CT","CHESHIRE","CT","06410"
209150976,"025 51207","100","CEDAR","CT","CHESHIRE","CT","06410"
108662489,"025 51207","100","CEDAR","CT","CHESHIRE","CT","06410"
104893258,"025 51207","100","CEDAR","CT","CHESHIRE","CT","06410"
6651792,"025 51207","100","CEDAR","CT","CHESHIRE","CT","06410"
102043635,"025 51207","100","CEDAR","CT","CHESHIRE","CT","06410"
208241308,"025 45-3","157","BIRCH","DR","CHESHIRE","CT","06410"
108520638,"025 45-3","157","BIRCH","DR","CHESHIRE","CT","06410"
104754357,"025 45-3","157","BIRCH","DR","CHESHIRE","CT","06410"
6492741,"025 45-3","157","BIRCH","DR","CHESHIRE","CT","06410"
101899220,"025 45-3","157","BIRCH","DR","CHESHIRE","CT","06410"
359866803,"025 45-89","170","SCENIC","CT","CHESHIRE","CT","06410"
348934124,"025 45-89","170","SCENIC","CT","CHESHIRE","CT","06410"
231211761,"025 45-89","170","SCENIC","CT","CHESHIRE","CT","06410"
221725019,"025 45-89","170","SCENIC","CT","CHESHIRE","CT","06410"
208352218,"025 45-89","170","SCENIC","CT","CHESHIRE","CT","06410"
13801937,"086 085/007-000","190","RAYMOND HILL","RD","UNCASVILLE","CT","06382"
13802014,"086 088/006-000","181","RAYMOND HILL","RD","UNCASVILLE","CT","06382"
13800346,"086 034/049-000","40","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13800556,"086 034/050-00A","54","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13800745,"086 034/051-00A","68","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13804072,"086 034/050-000","46","MASSAPEAG SIDE","RD","UNCASVILLE","CT","06382"
13801826,"086 085/005-000","170","RAYMOND HILL","RD","UNCASVILLE","CT","06382"
13802018,"086 085/006-000","180","RAYMOND HILL","RD","UNCASVILLE","CT","06382"
13802223,"086 085/004-000","164","RAYMOND HILL","RD","UNCASVILLE","CT","06382"
13805010,"086 085/001-000","160","RAYMOND HILL","RD","UNCASVILLE","CT","06382"
13804393,"086 086/004-000","1080","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13802660,"086 088/003-000","14","SARAH","DR","UNCASVILLE","CT","06382"
13802705,"086 088/004-000","18","SARAH","DR","UNCASVILLE","CT","06382"
13803927,"086 086/013-000","1031","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13802785,"086 088/020-000","9","SARAH","DR","UNCASVILLE","CT","06382"
13806358,"086 088/001-000","1160","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13810024,"086 086/008-000","1129","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13802901,"086 086/005-000","91","RAYMOND HILL","RD","UNCASVILLE","CT","06382"
13803013,"086 086/007-00A","1100","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13806440,"086 086/006-000","1084","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13806833,"086 086/009-000","1115","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13804358,"086 025/008-000","982","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13807453,"086 086/002-000","996","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13803379,"086 083/019-000","33","HAUGHTON PARK 1","","UNCASVILLE","CT","06382"
206530607,"059 260911557487","715","NOANK LEDYARD","RD","MYSTIC","CT","06355"
13807835,"086 086/003-00D","1034","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13807480,"086 086/003-00A","1042","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13803707,"086 086/003-00C","1038","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13803744,"086 086/003-000","1048","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13807852,"086 086/003-00B","1030","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13808523,"086 086/010-000","1105","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13808394,"086 086/011-000","1101","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13808107,"086 086/012-000","1073","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13808738,"086 083/023-000","952","NORWICH NEW LONDON","TPKE","UNCASVILLE","CT","06382"
13777858,"086 033/001-00C","75","DERRY HILL","RD","UNCASVILLE","CT","06382"
13804660,"086 033/001-00A","62","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13805129,"086 033/043-000","87","DERRY HILL","RD","UNCASVILLE","CT","06382"
13806538,"086 033/013-00F","500","KITEMAUG","RD","UNCASVILLE","CT","06382"
13813670,"086 033/013-00G","494","KITEMAUG","RD","UNCASVILLE","CT","06382"
13805289,"086 033/043-00A","220","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13805403,"086 033/053-000","228","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13809876,"086 033/052-000","232","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13809745,"086 033/054-000","224","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13805637,"086 033/051-000","236","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13810943,"086 083/024-00A","46","KITEMAUG","RD","UNCASVILLE","CT","06382"
13805926,"086 033/014-000","221","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13805800,"086 033/013-00A","223","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13809980,"086 033/015-001","217","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13806199,"086 033/013-00B","225","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13810240,"086 033/013-00C","227","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13806485,"086 033/004-000","235","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13810372,"086 033/013-00D","229","MASSAPEAG","RD","UNCASVILLE","CT","06382"
13806075,"086 033/013-00E","506","KITEMAUG","RD","UNCASVILLE","CT","06382"
13806143,"086 033/005-000","511","KITEMAUG","RD","UNCASVILLE","CT","06382"
13806798,"086 033/006-000","499","KITEMAUG","RD","UNCASVILLE","CT","06382"
13810864,"086 086/014-000","32","KITEMAUG","RD","UNCASVILLE","CT","06382"
13804905,"086 033/057-000","97","DERRY HILL","RD","UNCASVILLE","CT","06382"
